n_enlace,n_promedio_esp,n_pca7,n_pca17,n_enlace_z,n_promedio_esp_z,media_enlace,media_promedio_esp,media_pca7,media_pca17,media_enlace_z,media_promedio_esp_z,sd_enlace,sd_promedio_esp,sd_pca7,sd_pca17,sd_enlace_z,sd_promedio_esp_z
175,175,71,71,175,175,1.524969116109654,0.597651799777957,2.3239385401369854,3.6750116449616006,2.0428103653102884e-16,2.253752739989068e-16,0.7514378225418027,0.8560176936793393,3.092300867132948,2.871978602927798,0.9999999999999998,1.0000000000000002
